Title,Subtitle,Image,Author,Publication,Year,Month,Day,Tag,Reading_Time,Claps,Comment,url,Author_url
 :          Big Data,NaN,1,Nick Komissarenko,NaN,2019,8,30,big-data,5,11,0,https://medium.com/@bigdataschool/%D1%83%D0%BF%D0%B0%D0%BA%D1%83%D0%B5%D0%BC-%D0%B2%D1%81%D0%B5-%D0%B7%D0%B0%D1%87%D0%B5%D0%BC-%D0%BD%D1%83%D0%B6%D0%BD%D1%8B-%D0%BA%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%D1%8B-%D0%B8-%D0%BA%D0%B0%D0%BA-%D1%81-%D0%BD%D0%B8%D0%BC%D0%B8-%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0%D1%82%D1%8C-%D0%B2-big-data-256acd15fd8f?source=tag_archive---------4-----------------------,https://medium.com/@bigdataschool?source=tag_archive---------4-----------------------
SQL and TimescaleDB,"This article takes a closer look into TimescaleDB, a PostgreSQL-based time series",1,Alibaba Cloud,Data Driven Investor,2019,8,30,big-data,9,34,0,https://medium.com/datadriveninvestor/sql-and-timescaledb-e4676aac38a9?source=tag_archive---------5-----------------------,https://medium.com/@Alibaba_Cloud?source=tag_archive---------5-----------------------
Bringing Data Sources Together with PipelineWise,NaN,1,Peter Kosztolanyi,TransferWise Engineering,2019,8,30,big-data,5,78,0,https://medium.com/transferwise-engineering/bringing-data-sources-together-with-pipelinewise-e558c0537dc0?source=tag_archive---------6-----------------------,https://medium.com/@peter.kosztolanyi?source=tag_archive---------6-----------------------
,NaN,1,Dr. Jackei Wong,NaN,2019,8,30,big-data,4,1,0,https://medium.com/@drjackeiwong/%E6%8B%86%E8%A7%A3%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E6%99%BA%E6%85%A7%E7%87%88%E6%9F%B1-e6366dfa23b6?source=tag_archive---------7-----------------------,https://medium.com/@drjackeiwong?source=tag_archive---------7-----------------------
"Deep Learning Cant Progress With IEEE-754 Floating Point. Heres Why Google, Microsoft, And Intel Are leaving It Behind","Today, terms such as Artificial Intelligence and Machine Learning get thrown around as casually as the ubiquitous umbrella",0,Theodore Omtzigt,NaN,2019,8,30,big-data,6,2,0,https://medium.com/@stillwater_sc/deep-learning-cant-progress-with-ieee-754-floating-point-effa2dfc2d7d?source=tag_archive---------8-----------------------,https://medium.com/@stillwater_sc?source=tag_archive---------8-----------------------
ETL Process,Its all about the growth of the businesses. All businesses generate a huge amount of data from various sources and by analyzing this,1,Supun Bandara,NaN,2019,8,30,big-data,4,1,0,https://medium.com/@supunbandara06/etl-process-9aa283a79565?source=tag_archive---------9-----------------------,https://medium.com/@supunbandara06?source=tag_archive---------9-----------------------
Should We Regulate the Cloud?,The cloudthe next new Internet thingis too important to be regulated and too important to be left,1,Bill Davidow,NaN,2019,8,30,big-data,2,11,0,https://medium.com/@BillDavidow/should-we-regulate-the-cloud-503b1cc1079d?source=tag_archive---------10-----------------------,https://medium.com/@BillDavidow?source=tag_archive---------10-----------------------
Which Spark HBase Connector to use in 2019?Spark by {Examples},NaN,1,NNK,NaN,2019,8,30,big-data,5,0,0,https://medium.com/@sparkcodegeeks/which-spark-hbase-connector-to-use-in-2019-spark-by-examples-792f749a7e8c?source=tag_archive---------11-----------------------,https://medium.com/@sparkcodegeeks?source=tag_archive---------11-----------------------
Efficiently Splitting Secondary Index Across Shards,NaN,1,Nawab Iqbal,NaN,2019,8,30,big-data,6,0,0,https://medium.com/@nawabiqbal/efficiently-splitting-secondary-index-across-shards-e37841370082?source=tag_archive---------12-----------------------,https://medium.com/@nawabiqbal?source=tag_archive---------12-----------------------
Data Replication Tool Evaluation Plan,"When it comes to evaluating a new vendor, we should always be prepared to ask questions that are crucial to our use cases, so we can feel confident before even signing up for a trial.",0,Yanan Wang Valencia,NaN,2019,8,30,big-data,2,0,0,https://medium.com/@pumpkiny9120/data-replication-tool-evaluation-plan-eba8621db852?source=tag_archive---------13-----------------------,https://medium.com/@pumpkiny9120?source=tag_archive---------13-----------------------
Jingtum Technology Presented at the Chongqing Smart China Expo 2019,"The four-day Chongqing Smart China Expo that took place between August 2629, 2019 at the Chongqing International Expo Center was well-attended by renowned scientists and industry leaders from all over the world",0,moac.io,MOAC,2019,8,30,big-data,2,0,0,https://medium.com/moac/jingtum-technology-presented-at-the-chongqing-smart-china-expo-2019-b1d5de2cd061?source=tag_archive---------14-----------------------,https://medium.com/@moac_io?source=tag_archive---------14-----------------------
How is Big Data Stored,NaN,0,Aarav Chauhan,NaN,2019,8,30,big-data,4,0,0,https://medium.com/@aaravchau123/how-is-big-data-stored-85f38ecb347c?source=tag_archive---------15-----------------------,https://medium.com/@aaravchau123?source=tag_archive---------15-----------------------
Will A.I. Take My Job and other Big Data Questions Ive Been Asked Lately,NaN,1,Daniel Meyer,NaN,2019,8,30,big-data,4,0,0,https://medium.com/@themightyd1_87735/will-a-i-take-my-job-and-other-big-data-questions-ive-been-asked-lately-1f10f68788b7?source=tag_archive---------16-----------------------,https://medium.com/@themightyd1_87735?source=tag_archive---------16-----------------------
"Stunning Data Visuals on Names, Slavery, Privacy, and FoliageDataViz Weekly",NaN,1,AnyChart,NaN,2019,8,30,big-data,3,25,0,https://medium.com/@AnyChart/stunning-data-visuals-on-names-slavery-privacy-and-foliage-dataviz-weekly-784648f0a2a5?source=tag_archive---------17-----------------------,https://medium.com/@AnyChart?source=tag_archive---------17-----------------------
Amazons Entry into Healthcare Causes Timely Disruption in MedTech,"Amazon has long been diversifying its interests, so its not a big surprise theyve stepped into the world of healthcare. In addition to their other initiatives, Amazon has made some new announcements about their",0,Carevoyance Team,Carevoyance,2019,8,30,big-data,5,0,0,https://medium.com/carevoyance/amazon-healthcare-6a4a8714323e?source=tag_archive---------18-----------------------,https://medium.com/@carevoyance?source=tag_archive---------18-----------------------
Whats this?,"Were a data analytics consulting firm located in Rosslyn, within the DC Metro Area. We use a variety of cutting-edge software",1,Lovelytics,NaN,2019,8,30,big-data,1,0,0,https://medium.com/@lovelytics/whats-this-eb195605a773?source=tag_archive---------19-----------------------,https://medium.com/@lovelytics?source=tag_archive---------19-----------------------
Big Data best practices: top 5 principles,"Big Data is a growing field in IT, which is exponentially developing within",1,Agiliway,NaN,2019,8,30,big-data,4,2,0,https://medium.com/@Agiliway/big-data-best-practices-top-5-principles-1a377b9431d9?source=tag_archive---------20-----------------------,https://medium.com/@Agiliway?source=tag_archive---------20-----------------------
Process big training data in Tensorflow 2.0,"Let us assume that you have some data for training your model with Tensorflow 2.0 (in this article we are using version beta1). The problem is that the data file is too big to fit into memory. Therefore, you could not load the entire dataset into memory, split it into",0,HELLO WORLD,NaN,2019,8,30,big-data,1,0,0,https://medium.com/@plone3/process-big-training-data-in-tensorflow-2-0-97649284a489?source=tag_archive---------21-----------------------,https://medium.com/@plone3?source=tag_archive---------21-----------------------
NaN,NaN,1,"Adam Tabriz, MD",NaN,2019,8,30,big-data,1,0,0,https://medium.com/@Adamtabriz/we-are-facing-the-21st-century-information-technology-predicament-when-the-data-analyzed-by-7412143841ed?source=tag_archive---------22-----------------------,https://medium.com/@Adamtabriz?source=tag_archive---------22-----------------------
The Future of Healthcare and Technology Trends by ScaleFocus,NaN,1,Yasen Deyanov,NaN,2019,8,30,big-data,11,0,0,https://medium.com/@yasen.deyanov/the-future-of-healthcare-and-technology-trends-by-scalefocus-dcf20242726a?source=tag_archive---------23-----------------------,https://medium.com/@yasen.deyanov?source=tag_archive---------23-----------------------
Tapping into Digitalisation for Growth and Efficiency,NaN,1,Sarah Clarkson,World Shipping News,2019,8,30,big-data,3,0,0,https://medium.com/world-shipping-news/tapping-into-digitalisation-for-growth-and-efficiency-292639f08f7e?source=tag_archive---------24-----------------------,https://medium.com/@sarahclarkson112?source=tag_archive---------24-----------------------
"Big Data at Work: Dispelling the Myths, Uncovering the Opportunities full_online","Big Data at Work: Dispelling the Myths, Uncovering the Opportunities,->>> Go ahead, be skeptical about big data. The author was?at first.When the term ?big data? first came on the scene",0,Ahmedmc,NaN,2019,8,30,big-data,1,0,0,https://medium.com/@ahmed2012mc/big-data-at-work-dispelling-the-myths-uncovering-the-opportunities-full-online-81db5a6dd9e8?source=tag_archive---------25-----------------------,https://medium.com/@ahmed2012mc?source=tag_archive---------25-----------------------
Spark: The Definitive Guide: Big Data Processing Made Simple unlimited_Acces,"Spark: The Definitive Guide: Big Data Processing Made Simple,->>> Learn how to use, deploy, and maintain Apache Spark with this comprehensive guide, written by the creators of the open-source",0,Cwach,NaN,2019,8,30,big-data,1,0,0,https://medium.com/@cwach/spark-the-definitive-guide-big-data-processing-made-simple-unlimited-acces-9fb49cf541fb?source=tag_archive---------26-----------------------,https://medium.com/@cwach?source=tag_archive---------26-----------------------
HOW FRAUD DETECTION ANALYTICS IS EMPOWERING BUSINESSES,For More Details : ,1, ,NaN,2019,8,30,big-data,0,0,0,https://medium.com/@phyeeeb/how-fraud-detection-analytics-is-empowering-businesses-db8b60ef5317?source=tag_archive---------27-----------------------,https://medium.com/@phyeeeb?source=tag_archive---------27-----------------------
NaN,NaN,0,T ng Hi u Ngh a,NaN,2019,8,30,big-data,0,0,1,https://medium.com/@stanislavkozlovski/apache-kafkas-distributed-system-firefighter-the-controller-broker-1afca1eae302?source=tag_archive---------28-----------------------#db3d,https://medium.com/@nghiatdh?source=tag_archive---------28-----------------------
"-> Database Systems: Design, Implementation, and Management by Carlos M. Coronel -> Available in Hardcover \ Kindle \ Paperback \ AudioBook","Practical and easy to understand, DATABASE SYSTEMS: DESIGN, IMPLEMENTATION, AND MANAGEMENT",0,Palmira Capriotti,NaN,2019,8,30,big-data,1,0,0,https://medium.com/@suburbans/database-systems-design-implementation-and-management-by-carlos-m-1ec475cce472?source=tag_archive---------29-----------------------,https://medium.com/@suburbans?source=tag_archive---------29-----------------------
"Easily parallelize very large scale gsutil operations (deletes, copies, rsyncs, moves)",Google Cloud is a wonderful platform for dealing with the ever growing problem of having too much data.,0,David Altschuler,NaN,2019,8,31,big-data,7,3,0,https://medium.com/@davidaltschuler/easily-parallelize-very-large-scale-gsutil-operations-deletes-copies-rsyncs-moves-12d48328e46a?source=tag_archive---------0-----------------------,https://medium.com/@davidaltschuler?source=tag_archive---------0-----------------------
Implementasi K-Nearest Neighbors dengan Map Reduce pada Framework Hadoop,NaN,1,Danau Data,NaN,2019,8,31,big-data,5,3,0,https://medium.com/@danau.data/implementasi-k-nearest-neighbors-dengan-map-reduce-pada-framework-hadoop-d7179ffc20dc?source=tag_archive---------1-----------------------,https://medium.com/@danau.data?source=tag_archive---------1-----------------------
The Great HackInaugural London Alternative Data Hackathon in Finance,NaN,1,DataScrum,NaN,2019,8,31,big-data,3,3,0,https://medium.com/@datascrum/the-great-hack-inaugural-london-alternative-data-hackathon-in-finance-7efcdcf1b4f2?source=tag_archive---------2-----------------------,https://medium.com/@datascrum?source=tag_archive---------2-----------------------
Yeni balayanlar iin Apache Kafka,Bu yazda linux makine zerinde Apache Kafka kurulumunu yapacaz. Ardndan Kafka zerinde rnekler,1,Serkan Sengonul,NaN,2019,8,31,big-data,2,1,0,https://medium.com/@sengonulserkan/yeni-ba%C5%9Flayanlar-i%C3%A7in-apache-kafka-dd726011218f?source=tag_archive---------3-----------------------,https://medium.com/@sengonulserkan?source=tag_archive---------3-----------------------
5 Benefits of Artificial Intelligence,One of the most misunderstood terms in technology is artificial intelligence. There have been,1,Rakesh Shukla,NaN,2019,8,31,big-data,3,0,0,https://medium.com/@rs3001269/5-benefits-of-artificial-intelligence-ad45b2c6f6a2?source=tag_archive---------4-----------------------,https://medium.com/@rs3001269?source=tag_archive---------4-----------------------
Why Data Analysis is so important suddenly?,But why has it become so important suddenly?,0,Akash Deep,NaN,2019,8,31,big-data,1,0,0,https://medium.com/@akashdeep_24521/why-data-analysis-is-so-important-suddenly-b70a9f4910a2?source=tag_archive---------5-----------------------,https://medium.com/@akashdeep_24521?source=tag_archive---------5-----------------------
omega|mls MDataFrame could be another viable alternative. It uses MongoDB to store the data while providing a Pandas-like Python API. https://omegaml.io,Is there a 100GB+ sample dataset to run a benchmark?,0,miraculixx,NaN,2019,8,31,big-data,0,0,1,https://medium.com/datadriveninvestor/pandas-dask-or-pyspark-what-should-you-choose-for-your-dataset-c0f67e1b1d36?source=tag_archive---------6-----------------------,https://medium.com/@miraculixx?source=tag_archive---------6-----------------------
Spark to PostgreSQLReal-time data processing pipelinePart 5,NaN,1,Indy,NaN,2019,8,31,big-data,5,0,0,https://medium.com/@3rd/spark-to-postgresql-real-time-data-processing-pipeline-part-5-cb01e0a2f7aa?source=tag_archive---------7-----------------------,https://medium.com/@3rd?source=tag_archive---------7-----------------------
Applied Predictive Analytics: Principles and Techniques for the Professional Data Analyst unlimited_Acces,"Applied Predictive Analytics: Principles and Techniques for the Professional Data Analyst,->>> Learn the art and science of predictive analytics ",0,Ramr Yasser Z,NaN,2019,8,31,big-data,1,0,0,https://medium.com/@ramr.yasser.9828z/applied-predictive-analytics-principles-and-techniques-for-the-professional-data-analyst-de431042a02f?source=tag_archive---------8-----------------------,https://medium.com/@ramr.yasser.9828z?source=tag_archive---------8-----------------------
Learning Spark full_online,"The Web is getting faster, and the data it delivers is getting bigger. How can you handle everything efficiently? This book introduces Spark, an open source cluster computing system that makes data analytics fast to run and fast to write. You?ll learn how to run programs faster",0,fewgrhtry56768,NaN,2019,8,31,big-data,1,0,0,https://medium.com/@careful_lazuli_beetle_902/learning-spark-full-online-d2c3db0fd22?source=tag_archive---------9-----------------------,https://medium.com/@careful_lazuli_beetle_902?source=tag_archive---------9-----------------------
Spark: The Definitive Guide: Big Data Processing Made Simple full_acces,"Spark: The Definitive Guide: Big Data Processing Made Simple,->>> Learn how to use, deploy, and maintain Apache Spark with this comprehensive guide, written by the creators of the open-source",0,Yoio A,NaN,2019,8,31,big-data,1,0,0,https://medium.com/@yoio_a/spark-the-definitive-guide-big-data-processing-made-simple-full-acces-ae5d730b56b0?source=tag_archive---------10-----------------------,https://medium.com/@yoio_a?source=tag_archive---------10-----------------------
Creating Value with Big Data Analytics: Making Smarter Marketing Decisions full_online,"Creating Value with Big Data Analytics: Making Smarter Marketing Decisions,->>> Our newly digital world is generating an almost unimaginable amount of data about all of us. Such a",0,Rkiranli,NaN,2019,8,31,big-data,1,0,0,https://medium.com/@rkiranli/creating-value-with-big-data-analytics-making-smarter-marketing-decisions-full-online-8d7317396f?source=tag_archive---------11-----------------------,https://medium.com/@rkiranli?source=tag_archive---------11-----------------------
Applied Predictive Analytics: Principles and Techniques for the Professional Data Analyst unlimited_Acces,"Applied Predictive Analytics: Principles and Techniques for the Professional Data Analyst,->>> Learn the art and science of predictive analytics ",0,Qoma,NaN,2019,8,31,big-data,1,0,0,https://medium.com/@qoma_76706/applied-predictive-analytics-principles-and-techniques-for-the-professional-data-analyst-7c51e4ab778c?source=tag_archive---------12-----------------------,https://medium.com/@qoma_76706?source=tag_archive---------12-----------------------
Creating Value with Big Data Analytics: Making Smarter Marketing Decisions full_online,"Creating Value with Big Data Analytics: Making Smarter Marketing Decisions,->>> Our newly digital world is generating an almost unimaginable amount of data about all of us. Such a",0,Etaufec Liven,NaN,2019,8,31,big-data,1,0,0,https://medium.com/@etaufec_live2013n/creating-value-with-big-data-analytics-making-smarter-marketing-decisions-full-online-331e2a766359?source=tag_archive---------13-----------------------,https://medium.com/@etaufec_live2013n?source=tag_archive---------13-----------------------
Spark: The Definitive Guide: Big Data Processing Made Simple unlimited_Acces,"Spark: The Definitive Guide: Big Data Processing Made Simple,->>> Learn how to use, deploy, and maintain Apache Spark with this comprehensive guide, written by the creators of the open-source",0,Uhetlarf,NaN,2019,8,31,big-data,1,0,0,https://medium.com/@uhetlar555f/spark-the-definitive-guide-big-data-processing-made-simple-unlimited-acces-18d020258a2f?source=tag_archive---------14-----------------------,https://medium.com/@uhetlar555f?source=tag_archive---------14-----------------------
Spark speculative execution in 10 lines of code,NaN,1,Yousry Mohamed,NaN,2019,9,1,big-data,8,5,0,https://medium.com/@ylashin/spark-speculative-execution-in-10-lines-of-code-3c6e4815875b?source=tag_archive---------0-----------------------,https://medium.com/@ylashin?source=tag_archive---------0-----------------------
The Caveat of Loading Data to Partitioned Table on BigQuery,NaN,1,Rendy B. Junior,NaN,2019,9,1,big-data,4,9,0,https://medium.com/@rendybjunior/the-caveat-of-loading-data-to-partitioned-table-on-bigquery-f81b6e7dceba?source=tag_archive---------1-----------------------,https://medium.com/@rendybjunior?source=tag_archive---------1-----------------------
