Title,Subtitle,Image,Author,Publication,Year,Month,Day,Tag,Reading_Time,Claps,Comment,url,Author_url
Digital Identity and Anonymity,NaN,1,Alexander McCaig,NaN,2020,4,13,big-data,4,5,0,https://medium.com/@TARTLE/digital-identity-and-anonymity-c5437224798f?source=tag_archive---------15-----------------------,https://medium.com/@TARTLE?source=tag_archive---------15-----------------------
"Were Looking for Finance, Fintech, and Data Science BloggersIntrinio",NaN,1,Intrinio,NaN,2020,4,13,big-data,2,4,0,https://medium.com/@intrinio/were-looking-for-finance-fintech-and-data-science-bloggers-intrinio-f6a25de9f74?source=tag_archive---------16-----------------------,https://medium.com/@intrinio?source=tag_archive---------16-----------------------
Big Data ve nsan Kaynaklar,Her geen yl big data ve yapay zeka hayatmza daha fazla giriyor ve daha fazla alanda kullanlmaya balyor. Bu da insanlarn yaptklar ilerin zamanla nasl deiecei sorusunu akla getiriyor.,0,G l ah Ku at,NaN,2020,4,13,big-data,2,0,0,https://medium.com/@gulsahkusat/big-data-ve-i%CC%87nsan-kaynaklar%C4%B1-3c7357ebec47?source=tag_archive---------17-----------------------,https://medium.com/@gulsahkusat?source=tag_archive---------17-----------------------
HBase cheat sheet,"I have been working as a Senior Java Developer in LUXOFT, Krakow. I joined this organization almost one year ago while working for this organization I got the opportunity to work on niche technologies and tools.",0,"Avanish chauhan, Senior Java Developer, LUXOFT",hbase,2020,4,13,big-data,3,0,0,https://medium.com/hbase/hbase-cheat-sheet-ccdd6b389824?source=tag_archive---------18-----------------------,https://medium.com/@avanishchauhan15?source=tag_archive---------18-----------------------
Arquitectura BI: Introduccin al Data Lake,Toda gran organizacin es consciente de la importancia de disponer de un adecuado,1,BI Geek,NaN,2020,4,13,big-data,5,0,0,https://medium.com/@bigeek/arquitectura-bi-introducci%C3%B3n-al-data-lake-ef114b72f4ee?source=tag_archive---------19-----------------------,https://medium.com/@bigeek?source=tag_archive---------19-----------------------
NaN,DEMYSTIFYING THE HADOOP TECHNOLOGY,0,Jose Antonio Ribeiro Neto,XNEWDATA,2020,4,13,big-data,1,0,0,https://medium.com/xnewdata/what-is-big-data-hadoop-technology-111cfb07591e?source=tag_archive---------20-----------------------,https://medium.com/@joseantonio11?source=tag_archive---------20-----------------------
CORONAVIRUS: THE CHANGE AS ANTIVIRUS,"During these days at home, days of quarantine, I took up one of the series I had unfinished",1,diegoganoza,NaN,2020,4,13,big-data,6,0,0,https://medium.com/@diegoganoza/coronavirus-the-change-as-antivirus-480a99acd1d?source=tag_archive---------21-----------------------,https://medium.com/@diegoganoza?source=tag_archive---------21-----------------------
2019(),"2019()95,279()()1,763,567",1,Buffon Digital Technology,Buffondt,2020,4,13,big-data,6,0,0,https://medium.com/buffondt/2019%E5%B9%B4-%E5%85%B6%E4%BB%96%E9%80%9A%E8%A8%8A%E5%82%B3%E6%92%AD%E8%A8%AD%E5%82%99%E8%A3%BD%E9%80%A0%E6%A5%AD-%E9%8A%B7%E5%94%AE%E9%87%8F%E7%B5%B1%E8%A8%88-%E4%B8%8B-18d8c372b797?source=tag_archive---------22-----------------------,https://medium.com/@buffondt.inc?source=tag_archive---------22-----------------------
Blockchain: Introduccin,"En los ltimos aos se ha vivido una clara tendencia a la inversin en empresas Fintechs, donde muchas de ellas",1,BI Geek,NaN,2020,4,13,big-data,4,0,0,https://medium.com/@bigeek/blockchain-introducci%C3%B3n-de91dc5dd5f?source=tag_archive---------23-----------------------,https://medium.com/@bigeek?source=tag_archive---------23-----------------------
If something is free then what is the product?,NaN,0,Artem Taranowski,Data Quotedly,2020,4,13,big-data,1,0,0,https://medium.com/data-quotedly/if-something-is-free-then-what-is-the-product-8f7a5b3f4218?source=tag_archive---------24-----------------------,https://medium.com/@taranowski?source=tag_archive---------24-----------------------
Las agencias de publicidad han muerto?,"En la era de los datos, la comunicacin digital tiene cada vez un papel ms protagnico y",1,Juan Carlos SalazarJCSalazar,NaN,2020,4,13,big-data,5,0,0,https://medium.com/@jcsalazar/las-agencias-de-publicidad-han-muerto-611a501d886f?source=tag_archive---------25-----------------------,https://medium.com/@jcsalazar?source=tag_archive---------25-----------------------
Introduccin a Amazon S3AprenderBigData.com,"En esta entrada aprenderemos en qu consiste el servicio de Amazon S3, cmo",1,Oscar Fmdc,NaN,2020,4,13,big-data,4,0,0,https://medium.com/@oscarfmdc/introducci%C3%B3n-a-amazon-s3-aprenderbigdata-com-274a7322cfc5?source=tag_archive---------26-----------------------,https://medium.com/@oscarfmdc?source=tag_archive---------26-----------------------
Dataprep.eda: Accelerate your EDA,Everything you need to know about dataprepare.eda.,1,Slavvy Coelho,Towards Data Science,2020,4,14,big-data,7,475,0,https://towardsdatascience.com/dataprep-eda-accelerate-your-eda-eb845a4088bc?source=tag_archive---------0-----------------------,https://towardsdatascience.com/@slavycoelho?source=tag_archive---------0-----------------------
4 simple tips to improve your Apache Spark job performance!,Making your Apache Spark application run,1,Tomas Peluritis,The Startup,2020,4,14,big-data,5,196,0,https://medium.com/swlh/4-simple-tips-to-improve-your-spark-job-performance-fbf586ce8f7d?source=tag_archive---------1-----------------------,https://medium.com/@tomaspeluritis?source=tag_archive---------1-----------------------
The Web 3 Data Economy Will Win If It Eats Silicon Valley,Network effects mean Web 3.0 applications,1,Marlene Ronstedt,Streamr,2020,4,14,big-data,5,50,0,https://medium.com/streamrblog/the-web-3-data-economy-will-win-if-it-eats-silicon-valley-adaa395b7f4?source=tag_archive---------2-----------------------,https://medium.com/@ronstedt?source=tag_archive---------2-----------------------
How Big Data Helps Combat the Global Pandemic Crisis,NaN,1,Mark Taylor,Analytics Vidhya,2020,4,14,big-data,4,86,0,https://medium.com/analytics-vidhya/how-big-data-helps-combat-the-global-pandemic-crisis-e0260c9e74b8?source=tag_archive---------3-----------------------,https://medium.com/@taylor.mark110?source=tag_archive---------3-----------------------
"Getting Started with AWS Big DataAthena, Glue, and S3",A step-by-step tutorial to quickly build and,1,Matthew Harper,Trimble MAPS Engineering Blog,2020,4,14,big-data,11,5,0,https://medium.com/trimble-maps-engineering-blog/getting-started-with-aws-big-data-athena-glue-and-s3-ef52f9b68d60?source=tag_archive---------4-----------------------,https://medium.com/@mharper418?source=tag_archive---------4-----------------------
Apache SPARK using Jupyter in LINUX : Installation and Setup,NaN,1,Karthikeyan Mohanraj,Python In Plain English,2020,4,14,big-data,3,162,0,https://medium.com/python-in-plain-english/apache-spark-using-jupyter-in-linux-installation-and-setup-b2cacc6c7701?source=tag_archive---------5-----------------------,https://medium.com/@karthi94mohan?source=tag_archive---------5-----------------------
Big Data And Liberty,Let me just reiterate through a thought we all might have. How do facebook or instagram know what I want? Why am I ending,1,Manuja Bandal,NaN,2020,4,14,big-data,5,60,0,https://medium.com/@manujabandal/big-data-and-liberty-a4bf3e735152?source=tag_archive---------6-----------------------,https://medium.com/@manujabandal?source=tag_archive---------6-----------------------
Machine learning y pacientes crticos,Aplicaciones y casos prcticos sobre el uso del Machine Learning,1,Albert Bacelar,"Planeta Chatbot todo sobre los Chat bots, Voice apps e Inteligencia Artificial",2020,4,14,big-data,6,50,0,https://planetachatbot.com/machine-learning-pacientes-criticos-6b2ccbb5af50?source=tag_archive---------7-----------------------,https://planetachatbot.com/@abacelar?source=tag_archive---------7-----------------------
Endstride BykVeri Senaryolarnn Kullanm (Use Cases),NaN,1,Dilara Beg m K rko lu,NaN,2020,4,14,big-data,7,57,0,https://medium.com/@dbkirkoglu/end%C3%BCstride-b%C3%BCy%C3%BCkveri-senaryolar%C4%B1n%C4%B1n-kullan%C4%B1m%C4%B1-use-cases-604cf754fdf2?source=tag_archive---------8-----------------------,https://medium.com/@dbkirkoglu?source=tag_archive---------8-----------------------
Coronavirus in Nigeria: Big Data Exposing How the People Feel About it All.,NaN,1,Seamfix,NaN,2020,4,14,big-data,5,184,0,https://medium.com/@seamfix/coronavirus-in-nigeria-big-data-exposing-how-the-people-feel-about-it-all-212b33c68905?source=tag_archive---------9-----------------------,https://medium.com/@seamfix?source=tag_archive---------9-----------------------
Reading Parquet files with AWS Lambda,"I had a use case to read data (few columns) from parquet file stored in S3, and write to",1,Anand Prakash,NaN,2020,4,14,big-data,4,0,0,https://medium.com/@anand086/reading-parquet-files-with-aws-lambda-487a4eff20da?source=tag_archive---------10-----------------------,https://medium.com/@anand086?source=tag_archive---------10-----------------------
Why your Machine Learning model may not work in production ?,NaN,1,Pradeep Bansal,AI In Plain English,2020,4,14,big-data,7,6,0,https://medium.com/ai-in-plain-english/why-your-machine-learning-model-may-not-work-in-production-adb95a04225d?source=tag_archive---------11-----------------------,https://medium.com/@pradeepundefined?source=tag_archive---------11-----------------------
Manufacturing Wisdom: Big Data in Education,There was a time when 100 megabytes (MB) of data was thought to be mindboggling,1,Rohan Roberts,Phoebus Online,2020,4,14,big-data,6,65,0,https://medium.com/phoebus-online/manufacturing-wisdom-big-data-in-education-a0621232f1d0?source=tag_archive---------12-----------------------,https://medium.com/@rohanroberts?source=tag_archive---------12-----------------------
A Peek into the Future of Database: A Unified Infrastructure to Adapt Intelligently,NaN,1,PingCAP,NaN,2020,4,14,big-data,9,1,0,https://medium.com/@PingCAP/a-peek-into-the-future-of-database-a-unified-infrastructure-to-adapt-intelligently-209611dfc04c?source=tag_archive---------13-----------------------,https://medium.com/@PingCAP?source=tag_archive---------13-----------------------
 big data  ML              (),2.      ,0,Volodymyr Lozovyi,NaN,2020,4,14,big-data,4,0,0,https://medium.com/@volodymyr.lozovyi/%D0%BA%D0%B0%D0%BA-big-data-%D0%B8-ml-%D0%BF%D0%BE%D0%BC%D0%BE%D0%B3%D0%B0%D1%8E%D1%82-%D0%B2-%D0%B1%D0%BE%D1%80%D1%8C%D0%B1%D0%B5-%D1%81-%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%BE%D0%BC-%D0%B2-%D0%BC%D0%B8%D1%80%D0%B5-%D0%B8-%D0%BA%D0%B0%D0%BA-%D0%BC%D0%BE%D0%B3%D1%83%D1%82-%D0%BF%D0%BE%D0%BC%D0%BE%D1%87%D1%8C-%D0%B2-%D1%83%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B5-%D1%87%D0%B0%D1%81%D1%82%D1%8C-2-e8bfc3789bca?source=tag_archive---------14-----------------------,https://medium.com/@volodymyr.lozovyi?source=tag_archive---------14-----------------------
Process Streaming Data with Spark Structure Streaming,NaN,1,Catherine Shen,NaN,2020,4,14,big-data,6,2,0,https://medium.com/@chuqiaoshen/process-streaming-data-with-spark-structure-streaming-dad105b6e956?source=tag_archive---------15-----------------------,https://medium.com/@chuqiaoshen?source=tag_archive---------15-----------------------
NaN,1ENTENDA BIG DATA DESDE O CPMEO,1,Jose Antonio Ribeiro Neto,XNEWDATA PORTUGAL,2020,4,14,big-data,2,5,0,https://medium.com/xnewdata-portugal/voc%C3%AA-sabe-o-que-%C3%A9-big-data-667d6decd509?source=tag_archive---------16-----------------------,https://medium.com/@joseantonio11?source=tag_archive---------16-----------------------
    ,Big data is a constantly evolving enormous amount of data that you cannot manage with the methodologies we have been using up until now. The basic idea behind this term is that we can,0,Abhijith Krish,NaN,2020,4,14,big-data,1,15,0,https://medium.com/@abhijithkrish07/-ff5f7a155440?source=tag_archive---------17-----------------------,https://medium.com/@abhijithkrish07?source=tag_archive---------17-----------------------
What is Apache Storm ?,"Without involving programing, let us get to know briefly what Apache Storm is",1,NaiveTech,NaN,2020,4,14,big-data,3,0,0,https://medium.com/@naivetech/what-is-apache-storm-e26127367ec0?source=tag_archive---------18-----------------------,https://medium.com/@naivetech?source=tag_archive---------18-----------------------
Big Data: Business Intelligence (BI) & Analytics,NaN,1,Hkr. Dr. Daric Ermin te,NaN,2020,4,14,big-data,8,0,0,https://medium.com/@daric_erminote/big-data-business-intelligence-bi-analytics-a782bbc91682?source=tag_archive---------19-----------------------,https://medium.com/@daric_erminote?source=tag_archive---------19-----------------------
2019,"2019()68,9384,716()2,839",1,Buffon Digital Technology,Buffondt,2020,4,14,big-data,9,0,0,https://medium.com/buffondt/2019%E5%B9%B4-%E8%A6%96%E8%81%BD%E9%9B%BB%E5%AD%90%E7%94%A2%E5%93%81%E8%A3%BD%E9%80%A0%E6%A5%AD-%E9%8A%B7%E5%94%AE%E9%87%8F%E7%B5%B1%E8%A8%88-356a910951b2?source=tag_archive---------20-----------------------,https://medium.com/@buffondt.inc?source=tag_archive---------20-----------------------
NaN,5-ENTENDA BIG DATA DESDE O,1,Jose Antonio Ribeiro Neto,XNEWDATA PORTUGAL,2020,4,14,big-data,2,0,0,https://medium.com/xnewdata-portugal/o-que-s%C3%A3o-dados-escuros-ou-dark-data-4266b4ea6905?source=tag_archive---------21-----------------------,https://medium.com/@joseantonio11?source=tag_archive---------21-----------------------
NaN,4ENTENDA BIG DATA DESDE O COMEO,1,Jose Antonio Ribeiro Neto,XNEWDATA PORTUGAL,2020,4,14,big-data,2,0,0,https://medium.com/xnewdata-portugal/dados-s%C3%A3o-o-novo-petr%C3%B3leo-d2960da10b2b?source=tag_archive---------22-----------------------,https://medium.com/@joseantonio11?source=tag_archive---------22-----------------------
How is the Cloud Transforming Data Warehouse Analytics?,NaN,1,David Hunt,NaN,2020,4,14,big-data,3,0,0,https://medium.com/@davidcpahunt/how-is-the-cloud-transforming-data-warehouse-analytics-a4cafa526a9?source=tag_archive---------23-----------------------,https://medium.com/@davidcpahunt?source=tag_archive---------23-----------------------
How Big Is Big Data?,"Digitization is rapidly increasing and so is the quantity of data, much of it coming from new sources including financial",1,Tarun Manrai,NaN,2020,4,14,big-data,1,0,0,https://medium.com/@manrai.tarun/how-big-is-big-data-c9ad8ed9a06e?source=tag_archive---------24-----------------------,https://medium.com/@manrai.tarun?source=tag_archive---------24-----------------------
NaN,2ENTENDA BIG DATA DESDE O COMEO,1,Jose Antonio Ribeiro Neto,XNEWDATA PORTUGAL,2020,4,14,big-data,2,0,0,https://medium.com/xnewdata-portugal/fontes-de-gera%C3%A7%C3%A3o-de-dados-787f0cbca7c7?source=tag_archive---------25-----------------------,https://medium.com/@joseantonio11?source=tag_archive---------25-----------------------
Top 7 Web Scraping Tips,"Used well, web scraping is a life saver. It allows you to collect the data you need, parse it in a reusable way. We",1,ScrapingBot,NaN,2020,4,14,big-data,4,0,0,https://medium.com/@scrapingbot/top-7-web-scraping-tips-b9931f81cedd?source=tag_archive---------26-----------------------,https://medium.com/@scrapingbot?source=tag_archive---------26-----------------------
COVID-19 AND ITS IMPACT ON HEALTHCARE AND PUBLIC HEALTH,NaN,1,Alteryx,INPUT by Alteryx,2020,4,14,big-data,7,0,0,https://medium.com/input-by-alteryx/covid-19-and-its-impact-on-healthcare-and-public-health-f85cd9f769a1?source=tag_archive---------27-----------------------,https://medium.com/@alteryx?source=tag_archive---------27-----------------------
"When Big Data hype is over, what will happen next?",NaN,1,MyDataModels,MyDataModels,2020,4,14,big-data,3,0,0,https://medium.com/mydatamodels/when-big-data-hype-is-over-what-will-happen-next-b5197836c4c1?source=tag_archive---------28-----------------------,https://medium.com/@mydatamodels?source=tag_archive---------28-----------------------
NaN,Data-driven decision making it its extreme,1,Artem Taranowski,Data Quotedly,2020,4,14,big-data,1,0,0,https://medium.com/data-quotedly/data-driven-decision-making-it-its-extreme-9e9819489d57?source=tag_archive---------29-----------------------,https://medium.com/@taranowski?source=tag_archive---------29-----------------------
"Blockchain, Shaping The Future Village",The countryside is a concept of living; the countryside is an industrial concept. When you,1,Jerrin Wang,CyberVein,2020,4,14,big-data,4,0,0,https://medium.com/cybervein/blockchain-shaping-the-future-village-df573b6636d4?source=tag_archive---------30-----------------------,https://medium.com/@jerrinwang?source=tag_archive---------30-----------------------
NaN,3ENTENDA BIG DATA DESDE O COMEO,1,Jose Antonio Ribeiro Neto,XNEWDATA PORTUGAL,2020,4,14,big-data,2,0,0,https://medium.com/xnewdata-portugal/m%C3%A1quinas-geram-mais-dados-7a33bafa874b?source=tag_archive---------31-----------------------,https://medium.com/@joseantonio11?source=tag_archive---------31-----------------------
Answering Complex Questions with Data + Analytics | Alteryx,NaN,1,Melissa Erbes,INPUT by Alteryx,2020,4,14,big-data,2,0,0,https://medium.com/input-by-alteryx/answering-complex-questions-with-data-analytics-alteryx-ca76dcb502c7?source=tag_archive---------32-----------------------,https://medium.com/@melissa.erbes?source=tag_archive---------32-----------------------
NaN,NaN,1,Jose Antonio Ribeiro Neto,XNEWDATA PORTUGAL,2020,4,14,big-data,2,0,0,https://medium.com/xnewdata-portugal/revis%C3%A3o-dos-artigos-voc%C3%AA-sabe-o-que-%C3%A9-big-data-175ae22148a7?source=tag_archive---------33-----------------------,https://medium.com/@joseantonio11?source=tag_archive---------33-----------------------
Shedding Light on the Value in Dark Data,Hearing that your organization has dark data can make you think of your data as quite,1,Scottie Todd,NaN,2020,4,14,big-data,3,0,0,https://medium.com/@scottie.todd/shedding-light-on-the-value-in-dark-data-18e8f933da93?source=tag_archive---------34-----------------------,https://medium.com/@scottie.todd?source=tag_archive---------34-----------------------
Data quality is context dependent,"[Information] is context dependent, and as a result data quality will typically",0,Artem Taranowski,Data Quotedly,2020,4,14,big-data,1,0,0,https://medium.com/data-quotedly/data-quality-is-context-dependent-eadfb8ddaaf6?source=tag_archive---------35-----------------------,https://medium.com/@taranowski?source=tag_archive---------35-----------------------
Me parece un buen artculo. Creo que habra que revisar lo que la ciencia de datos est haciendo en la actualidad respecto de la actual pandemia. Me parce que hay algunas cosas interesantes con respecto a esto.,"Por otra parte, te planteo lo siguiente:",0,Argenis Delgado,NaN,2020,4,14,big-data,1,0,1,https://medium.com/datos-y-ciencia/creando-inteligencia-con-ciencia-de-datos-d77be52c029e?source=tag_archive---------36-----------------------,https://medium.com/@Lenito?source=tag_archive---------36-----------------------
Data Automation Kills Jobs!,"In the old world  wait, let me clarify. I mean a few decades ago. The year 2000, right? No, lets reach way",1,Vorro: Integration Made Simple,NaN,2020,4,14,big-data,1,0,0,https://medium.com/@vorroconnect.com/data-automation-kills-jobs-fa1c36402f3c?source=tag_archive---------37-----------------------,https://medium.com/@vorroconnect.com?source=tag_archive---------37-----------------------
NaN,ENTENDA BIG DATA DESDE O COMEO,0,Jose Antonio Ribeiro Neto,XNEWDATA PORTUGAL,2020,4,14,big-data,1,0,0,https://medium.com/xnewdata-portugal/voc%C3%AA-sabe-o-que-%C3%A9-big-data-7a6a5a04fa68?source=tag_archive---------38-----------------------,https://medium.com/@joseantonio11?source=tag_archive---------38-----------------------
Data-driven decision making responsibility,NaN,0,Artem Taranowski,Data Quotedly,2020,4,14,big-data,1,0,0,https://medium.com/data-quotedly/data-driven-decision-making-responsibility-6b9939b15036?source=tag_archive---------39-----------------------,https://medium.com/@taranowski?source=tag_archive---------39-----------------------
"Announcing PyCaret: An open source, low-code machine learning library in Python",An open source,1,Moez Ali,Towards Data Science,2020,4,15,big-data,9,2.4K,0,https://towardsdatascience.com/announcing-pycaret-an-open-source-low-code-machine-learning-library-in-python-4a1f1aad8d46?source=tag_archive---------0-----------------------,https://towardsdatascience.com/@moez_62905?source=tag_archive---------0-----------------------
Successful spark-submits for Python projects.,"Smoothly run your project on an actual cluster, instead of that pretend one youve been using.",0,Kyle Jarvis,Towards Data Science,2020,4,15,big-data,9,29,0,https://towardsdatascience.com/successful-spark-submits-for-python-projects-53012ca7405a?source=tag_archive---------1-----------------------,https://towardsdatascience.com/@kyle.jarvis1905?source=tag_archive---------1-----------------------
From fragile to resilient: Building a connected company,NaN,1,Palantir,Palantir Blog,2020,4,15,big-data,7,37,0,https://medium.com/palantir/from-fragile-to-resilient-building-a-connected-company-3a4f98a6518a?source=tag_archive---------2-----------------------,https://medium.com/@palantir?source=tag_archive---------2-----------------------
Loading Data Into BigQuery From Cloud Storage. Complete Guide.,Loading data into BigQuery using Cloud,1,Mike Shakhomirov,The Startup,2020,4,15,big-data,8,16,0,https://medium.com/swlh/loading-data-into-bigquery-from-cloud-storage-complete-guide-e212f5c2db6?source=tag_archive---------3-----------------------,https://medium.com/@mshakhomirov?source=tag_archive---------3-----------------------
"Pi prci na dlku muste bt vce v kontaktu ne v kanceli, aneb, jak vid Home Office samotn zamstnanci.",NaN,1, da,Zeivota Adast an ,2020,4,15,big-data,6,1,0,https://medium.com/ze-%C5%BEivota-adast%C5%99an%C5%AF/p%C5%99i-pr%C3%A1ci-na-d%C3%A1lku-mus%C3%ADte-b%C3%BDt-v%C3%ADce-v-kontaktu-ne%C5%BE-v-kancel%C3%A1%C5%99i-aneb-jak-vid%C3%AD-home-office-samotn%C3%AD-cd713b7a22b7?source=tag_archive---------4-----------------------,https://medium.com/@adazadastry?source=tag_archive---------4-----------------------
 COVID-19 Dashboard Real-Time   Kibana,NaN,1,Noparat Phairojpattanakul,Sirisoft,2020,4,15,big-data,2,62,0,https://medium.com/sirisoft/%E0%B8%97%E0%B8%B3-covid-19-dashboard-real-time-%E0%B8%AA%E0%B8%B8%E0%B8%94%E0%B8%87%E0%B9%88%E0%B8%B2%E0%B8%A2-%E0%B8%94%E0%B9%89%E0%B8%A7%E0%B8%A2-kibana-ceb5289b5db0?source=tag_archive---------5-----------------------,https://medium.com/@noparatphairojpattanakul?source=tag_archive---------5-----------------------
Jak dziaa Social Credit System?,Chiski Black Mirror nie jest tym czym si wydaje.,1,Cezary Kuik,NaN,2020,4,15,big-data,13,33,0,https://medium.com/@cezary.kuik/jak-dzia%C5%82a-social-credit-system-94c6b5ad6be2?source=tag_archive---------6-----------------------,https://medium.com/@cezary.kuik?source=tag_archive---------6-----------------------
Designing a Machine Learning Micro-service,Bringing your machine learning model to production in a,1,Joshua Zastrow,Level Up Coding,2020,4,15,big-data,12,98,0,https://levelup.gitconnected.com/designing-a-machine-learning-micro-service-dbac65c3b9fe?source=tag_archive---------7-----------------------,https://levelup.gitconnected.com/@j.a.zastrow.jr?source=tag_archive---------7-----------------------
"CCA 175 Resources, Tips and Techniques","As part of this article we are providing all the ITVersity Resources, Tips and Techniques to",1,Durga Gadiraju,NaN,2020,4,15,big-data,2,2,0,https://medium.com/@itversity/cca-175-resources-tips-and-techniques-c1cfdaf1ddd?source=tag_archive---------8-----------------------,https://medium.com/@itversity?source=tag_archive---------8-----------------------
Detecting Disease from Space,As Earth imagery collected from satellites in orbit becomes more,1,Arlula,NaN,2020,4,15,big-data,2,1,0,https://medium.com/@Arlula/detecting-disease-from-space-e1c223c345c4?source=tag_archive---------9-----------------------,https://medium.com/@Arlula?source=tag_archive---------9-----------------------
NLP(Natural Language Processing),"Ce travaille il sagit dun guide pour le traitement de texte en francais,",0,Bilal Rachik,Big Apps Tech,2020,4,15,big-data,13,53,0,https://medium.com/big-apps-tech/nlp-natural-language-processing-aa52ab8b3b48?source=tag_archive---------10-----------------------,https://medium.com/@bilalrachik?source=tag_archive---------10-----------------------
AWS Big Data Serisi: Covid-19 Datasnn lenmesi ve Analizi-Part 1,NaN,1,Ahmet Atalay,bulutayolculuk,2020,4,15,big-data,4,20,0,https://medium.com/bulutayolculuk/aws-big-data-serisi-covid-19-datas%C4%B1n%C4%B1n-i%CC%87%C5%9Flenmesi-ve-analizi-part-1-a8d5f4547613?source=tag_archive---------11-----------------------,https://medium.com/@ahmetatalay?source=tag_archive---------11-----------------------
Introduction and Installation of PySpark for Mac Users,NaN,1,Mrinalini M,Analytics Vidhya,2020,4,15,big-data,5,6,0,https://medium.com/analytics-vidhya/how-to-setup-pyspark-in-your-mac-2e21f0c8f9b5?source=tag_archive---------12-----------------------,https://medium.com/@mrinalini.m97?source=tag_archive---------12-----------------------
Big Data Play Ground For Engineers: Intro,A local machine setup to learn Big Data handling by,1,Mageswaran D,NaN,2020,4,15,big-data,9,4,0,https://medium.com/@mageswaran1989/big-data-play-ground-for-engineers-intro-71d7c174dfd0?source=tag_archive---------13-----------------------,https://medium.com/@mageswaran1989?source=tag_archive---------13-----------------------
Profilazione genetica e informazione genomica,La piattaforma 23andMe,1,Mario Mancini,NaN,2020,4,15,big-data,11,0,0,https://medium.com/@marioxmancini/profilazione-genetica-e-informazione-genomica-81037bf84dd6?source=tag_archive---------14-----------------------,https://medium.com/@marioxmancini?source=tag_archive---------14-----------------------
El uso de grafos en el ftbol,"Muchas veces veis representaciones de grafos de partidos de ftbol, como el de esta imagen, pero qu",1,Jes s Lagos,NaN,2020,4,15,big-data,7,0,0,https://medium.com/@jesslm_48641/el-uso-de-grafos-en-el-f%C3%BAtbol-47637b7089d2?source=tag_archive---------15-----------------------,https://medium.com/@jesslm_48641?source=tag_archive---------15-----------------------
Apache Kafka Dnyas,"Apache Kafka en temel haliyle, verilerin bir sistemden hzl bir ekilde toplanp dier sistemlere hatasz bir ekilde",1,Fatih Bilgin,NaN,2020,4,15,big-data,6,15,0,https://medium.com/@fatih.bilgin/apache-kafka-d%C3%BCnyas%C4%B1-eba6443f7bc?source=tag_archive---------16-----------------------,https://medium.com/@fatih.bilgin?source=tag_archive---------16-----------------------
5 New Ways to Answer Advertisings Oldest Questions,The world of advertising is always changingsee,1,Havas Helia,Havas Helia,2020,4,15,big-data,5,2,0,https://medium.com/havas-helia/5-new-ways-to-answer-advertisings-oldest-questions-4ee2202b976c?source=tag_archive---------17-----------------------,https://medium.com/@havashelia_NA?source=tag_archive---------17-----------------------
D4S Sunday Briefing #46,A weekly newsletter with the latest developments in Data Science and Machine,1,Bruno Gon alves,Data For Science,2020,4,15,big-data,4,2,0,https://medium.com/data-for-science/d4s-sunday-briefing-46-92f05fb37fad?source=tag_archive---------18-----------------------,https://medium.com/@bgoncalves?source=tag_archive---------18-----------------------
"#4Im CTO, Bitch avec Jonathan Basse",NaN,1,St phane Beuret,Electro Monkeys,2020,4,15,big-data,1,2,0,https://medium.com/electro-monkeys/4-im-cto-bitch-avec-jonathan-basse-45b343acf7be?source=tag_archive---------19-----------------------,https://medium.com/@stephane.beuret?source=tag_archive---------19-----------------------
"With Small Businesses Relying on Government Assistance, Should This Loan be Approved or Denied?",Using Bagged Trees in R to determine whether or not an SBA Loan should be Approved.,0,Sean F Larsen,AI In Plain English,2020,4,15,big-data,6,0,0,https://medium.com/ai-in-plain-english/should-this-loan-be-approved-or-denied-8deb54c1c5d3?source=tag_archive---------20-----------------------,https://medium.com/@DataScienceSean?source=tag_archive---------20-----------------------
Apache Spark For The Impatient,"Apache Spark has revolutionized the world of Big Data. Faster, more scalable and more sustainable, this",1,Tarun Manrai,NaN,2020,4,15,big-data,2,0,0,https://medium.com/@manrai.tarun/apache-spark-for-the-impatient-713bde1f7671?source=tag_archive---------21-----------------------,https://medium.com/@manrai.tarun?source=tag_archive---------21-----------------------
Red Dragonfly Success Story: Doing Business in the Era of Digitization and Intelligentization,NaN,1,Alibaba Cloud,NaN,2020,4,15,big-data,12,0,0,https://medium.com/@Alibaba_Cloud/red-dragonfly-success-story-doing-business-in-the-era-of-digitization-and-intelligentization-49c3b5ea53a8?source=tag_archive---------22-----------------------,https://medium.com/@Alibaba_Cloud?source=tag_archive---------22-----------------------
Introduction to Apache Storm,Apache Storm is a free and open source distributed realtime computation system. Apache Storm makes it easy to,1,Sai Ananth Vishwanatha,NaN,2020,4,15,big-data,4,3,0,https://medium.com/@saiananth.kmit/introduction-to-apache-storm-de1471f47a92?source=tag_archive---------23-----------------------,https://medium.com/@saiananth.kmit?source=tag_archive---------23-----------------------
Jordan Morrow and Qliks mission to create a data-literate workforce,Building data literacy,1,Digital Bulletin,Digital Bulletin,2020,4,15,big-data,7,0,0,https://medium.com/digital-bulletin/jordan-morrow-and-qliks-mission-to-create-a-data-literate-workforce-c450a01714f5?source=tag_archive---------24-----------------------,https://medium.com/@DigitalBulletin?source=tag_archive---------24-----------------------
